name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	1000	999	1	24790	42220	24790	1112080	1112080	24790	105344	105425	24790	0	0	0	116530	116530	24790	124050	124050	24790	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	999	99	failed	1	0	0	0	0
Hit Registration Page with TR Dropdown	1000	999	1	24790	42220	24790	1112080	1112080	24790	105344	105425	24790	0	0	0	116530	116530	24790	124050	124050	24790	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	999	99	failed	1	0	0	0	0

