name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	20	20	0	91100	91100	-1	126050	126050	-1	109568	109568	-1	0	0	-1	125790	125790	-1	126050	126050	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	20	100	failed	0	0	0	0	-1
Hit Registration Page with TR Dropdown	20	20	0	91100	91100	-1	126050	126050	-1	109568	109568	-1	0	0	-1	125790	125790	-1	126050	126050	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	20	100	failed	0	0	0	0	-1

