name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	100	100	0	1048900	1048900	-1	1103960	1103960	-1	1093231	1093231	-1	0	0	-1	1102930	1102930	-1	1103740	1103740	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	100	100	failed	0	0	0	0	-1
Hit Registration Page with TR Dropdown	100	100	0	1048900	1048900	-1	1103960	1103960	-1	1093231	1093231	-1	0	0	-1	1102930	1102930	-1	1103740	1103740	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	100	100	failed	0	0	0	0	-1

